"","uniprot_id","genesymbol"
"3333","Q8BZA9","Tigar"
"3334","Q9ERL9","Gucy1a1"
"3335","E9PWR4",NA
"3336","Q9CY97","Ssu72"
"3337","Q8BMB3","Eif4e2"
"3338","Q3URQ4",NA
"3339","Q9Z315","Sart1"
"3340","Q64455","Ptprj"
"3341","Q80YR5","Safb2"
"3342","Q9QYA2","Tomm40"
"3343","P16330","Cnp"
"3344","Q6P4S6","Sik3"
"3345","Q9CZX0","Elp3"
"3346","F6RWR5",NA
"3347","Q71KU9","Fgl1"
"3348","Q8BGU5","Ccny"
"3349","Q60972","Rbbp4"
"3350","Q3UVG3","Fam91a1"
"3351","Q8BWS5","Gprin3"
"3352","P97868","Rbbp6"
"3353","Q8K2Y7","Mrpl47"
"3354","Q3TFQ1","Spryd7"
"3355","Q99LC8","Eif2b1"
"3356","Q00558","F8a1"
"3357","O88532","Zfr"
"3358","Q8VEH5","Epm2aip1"
"3359","Q6PIP5","Nudcd1"
"3360","Q8VD31","Tapbpl"
"3361","Q6A0A2","Larp4b"
"3362","P59108","Cpne2"
"3363","Q8C570","Rae1"
"3364","Q8C863","Itch"
"3365","Q9DCD2","Xab2"
"3366","Q6AW69","Cgnl1"
"3367","Q8BTW3","Exosc6"
"3368","Q9QZ25","Vnn3"
"3369","Q9JK92","Hspb8"
"3370","Q8K2P1","Lurap1l"
"3371","O35071","Kif1c"
"3372","Q8JZM0","Tfb1m"
"3373","Q8R1U1","Cog4"
"3374","Q8BX57","Pxk"
"3375","Q9D1G5","Lrrc57"
"3376","Q5SS80","Dhrs13"
"3377","Q91YM2","Arhgap35"
"3378","Q8VCI5","Pex19"
"3379","O70281","Tpst1"
"3380","Q8VI36","Pxn"
"3381","O55106","Strn"
"3382","Q3USZ8","Dipk2a"
"3383","E9PYK3","Parp4"
"3384","Q8CJG0","Ago2"
"3385","Q4VBE8","Wdr18"
"3386","Q9D773","Mrpl2"
"3387","Q14AI6","Rpusd3"
"3388","Q922V4","Plrg1"
"3389","Q8VD62","Bles03"
"3390","P55937","Golga3"
"3391","Q9JIH2","Nup50"
"3392","Q99LC2","Cstf1"
"3393","Q8CDM8","Fhip2a"
"3394","O88520","Shoc2"
"3395","Q6WKZ8","Ubr2"
"3396","Q8CEE7","Rdh13"
"3397","A2A8U2","Tmem201"
"3398","P58501","Paxbp1"
"3399","Q8BJS4","Sun2"
"3400","Q9QZM2","Polg2"
"3401","Q64685","St6gal1"
"3402","Q6PCP5","Mff"
"3403","Q8C052","Map1s"
"3404","Q8K0P3","Meak7"
"3405","Q9CXY9","Pigk"
"3406","P33587","Proc"
"3407","P53702","Hccs"
"3408","Q8R395","Commd5"
"3409","Q5SSH7","Zzef1"
"3410","O35435","Dhodh"
"3411","Q91XU3","Pip4k2c"
"3412","Q5SQX6","Cyfip2"
"3413","Q8CCF0","Prpf31"
"3414","P43406","Itgav"
"3415","Q3TKT4","Smarca4"
"3416","Q8BWG8","Arrb1"
"3417","Q9CZN8","Qrsl1"
"3418","A6H611","Mipep"
"3419","P59481","Lman2l"
"3420","Q9JKY5","Hip1r"
"3421","Q8CIF4","Btd"
"3422","Q9CPQ1","Cox6c"
"3423","Q99LN9","Dohh"
"3424","P26040","Ezr"
"3425","Q9EQ61","Pes1"
"3426","Q9D8M4","Rpl7l1"
"3427","Q8CJH3","Plxnb1"
"3428","P97864","Casp7"
"3429","P14602","Hspb1"
"3430","Q91YR7","Prpf6"
"3431","Q9CY66","Gar1"
"3432","Q920B9","Supt16h"
"3433","A0A286YCX6",NA
"3434","Q8R1F1","Niban2"
"3435","Q61554","Fbn1"
"3436","P97447","Fhl1"
"3437","Q6PGF7","Exoc8"
"3438","Q9CQW1","Ykt6"
"3439","Q3UHA3","Spg11"
"3440","Q5BLK4","Tut7"
"3441","Q99M28","Rnps1"
"3442","Q6PHZ2","Camk2d"
"3443","Q0GNC1","Inf2"
"3444","Q6NS46","Pdcd11"
"3445","Q3V384","Afg1l"
"3446","Q80X50","Ubap2l"
"3447","Q9JMF7","Dolpp1"
"3448","Q922J3","Clip1"
"3449","Q8R3P0","Aspa"
"3450","Q60992","Vav2"
"3451","O70172","Pip4k2a"
"3452","Q922B9","Itprid2"
"3453","A2BE28","Las1l"
"3454","P97298","Serpinf1"
"3455","A0A0U1RNF2",NA
"3456","Q9Z329","Itpr2"
"3457","Q6ZPE2","Sbf1"
"3458","Q8CFV9","Rfk"
"3459","Q8BVW0","Ganc"
"3460","P97434","Mprip"
"3461","Q3TDD9","Ppp1r21"
"3462","Q8R2U0","Seh1l"
"3463","Q80X73","Pelo"
"3464","Q8C5P5","Nt5dc1"
"3465","P98078","Dab2"
"3466","Q3TLH4","Prrc2c"
"3467","Q8C8U0","Ppfibp1"
"3468","Q6KAR6","Exoc3"
"3469","P15535","B4galt1"
"3470","A0A140LIF8",NA
"3471","Q61712","Dnajc1"
"3472","Q8VD65","Pik3r4"
"3473","P70387","Hfe"
"3474","P51432","Plcb3"
"3475","O88384","Vti1b"
"3476","Q3UHQ6","Dop1b"
"3477","Q9QY24","Zbp1"
"3478","Q8BG81","Poldip3"
"3479","Q9EQP6","Arr3"
"3480","P28700","Rxra"
"3481","Q9DCT8","Crip2"
"3482","Q6ZPJ3","Ube2o"
"3483","Q9DBY1","Syvn1"
"3484","Q9EQJ9","Magi3"
"3485","Q9EQS3","Mycbp"
"3486","Q9Z1B5","Mad2l1"
"3487","Q9ESD7","Dysf"
"3488","Q9QZM0","Ubqln2"
"3489","Q8BKS9","Pum3"
"3490","O70309","Itgb5"
"3491","Q3UJD6","Usp19"
"3492","Q91VC4","Plvap"
"3493","Q8BWZ3","Naa25"
"3494","Q8C1Y8","Ccz1"
"3495","Q8C522","Endod1"
"3496","Q6ZPR5","Smpd4"
"3497","Q922U1","Prpf3"
"3498","Q7TQK5","Ccdc93"
"3499","Q8BKZ9","Pdhx"
"3500","Q5KU39","Vps41"
"3501","O70591","Pfdn2"
"3502","Q9CQG2","Mettl16"
"3503","Q8C1Q6","Smim4"
"3504","P70336","Rock2"
"3505","Q6PB44","Ptpn23"
"3506","Q8R3Q0","Saraf"
"3507","Q5F2F2","Abhd15"
"3508","Q62507","Coch"
"3509","Q9D009","Lipt2"
"3510","E9PVZ8",NA
"3511","P59016","Vps33b"
"3512","Q8BMG8","Slc25a32"
"3513","P53569","Cebpz"
"3514","O89020","Afm"
"3515","Q99KW9","Itfg1"
"3516","P55065","Pltp"
"3517","Q8R313","Exoc6"
"3518","Q8QZV7","IntS13"
"3519","Q9Z1M4","Rps6kb2"
"3520","Q921J2","Rheb"
"3521","P97363","Sptlc2"
"3522","Q8BGF9","Slc25a44"
"3523","Q9CR89","Ergic2"
"3524","Q9JKY0","Cnot9"
"3525","P15864","H1-2"
"3526","Q91XB0","Trex1"
"3527","P30677","Gna14"
"3528","Q3UZ39","Lrrfip1"
"3529","P53995","Anapc1"
"3530","Q5NCF2","Trappc1"
"3531","Q9JJZ4","Ube2j1"
"3532","B8JJ69",NA
"3533","Q8K2I4","Manba"
"3534","P54103","Dnajc2"
"3535","Q8CE96","Trmt6"
"3536","A0A571BF69",NA
"3537","Q8K363","Ddx18"
"3538","Q6VN19","Ranbp10"
"3539","Q8CI75","Dis3l2"
"3540","Q8CHY3","Dym"
"3541","Q3UR70","Tgfbrap1"
"3542","Q9CSH3","Dis3"
"3543","Q8CHH9","Septin8"
"3544","Q61191","Hcfc1"
"3545","P16294","F9"
"3546","B2RRE7","Otud4"
"3547","P70335","Rock1"
"3548","Q8BWR4","Usp40"
"3549","Q920Q6","Msi2"
"3550","Q6ZQ89","Marchf6"
"3551","Q91Y47","F11"
"3552","G3X9B1",NA
"3553","Q5HZI9","Slc25a51"
"3554","Q00422","Gabpa"
"3555","P49817","Cav1"
"3556","Q9DB43","Zfpl1"
"3557","Q8BTY2","Slc4a7"
"3558","Q9CY18","Snx7"
"3559","Q3TLS3","Gdpgp1"
"3560","Q60738","Slc30a1"
"3561","Q9CPS7","Pno1"
"3562","Q7TMC8","Fcsk"
"3563","Q61211","Eif2d"
"3564","Q9ERG2","Strn3"
"3565","A0A0A6YW72",NA
"3566","Q8R2Y2","Mcam"
"3567","Q9D2Y4","Mlkl"
"3568","Q8JZV7","Amdhd2"
"3569","O35711","Ppfibp2"
"3570","Q7TPM9","Mtmr10"
"3571","Q9QYI4","Dnajb12"
"3572","Q8BPS4","Gpr180"
"3573","Q8BFQ4","Wdr82"
"3574","Q91YR9","Ptgr1"
"3575","P97377","Cdk2"
"3576","Q99NH2","Pard3"
"3577","Q6PEM6","Gramd2b"
"3578","A6H630","Armt1"
"3579","Q63961","Eng"
"3580","O09005","Degs1"
"3581","Q8CBY8","Dctn4"
"3582","Q8BG94","Commd7"
"3583","Q5QNQ6","Osbp2"
"3584","Q6NZF1","Zc3h11a"
"3585","Q8VC42","Rmc1"
"3586","Q9D136","Ogfod3"
"3587","P61963","Dcaf7"
"3588","Q91WU2","Slc22a7"
"3589","E9Q3G8",NA
"3590","Q9D7P6","Iscu"
"3591","Q8C7I4",NA
"3592","Q99LE6","Abcf2"
"3593","Q63844","Mapk3"
"3594","Q61464","Znf638"
"3595","Q9QYB5","Add3"
"3596","Q8BYY4","Ttc39b"
"3597","Q9JJC9","Herpud2"
"3598","Q8C854","Myef2"
"3599","Q8BFR6","Zfand1"
"3600","O55013","Trappc3"
"3601","O35638","Stag2"
"3602","Q9QYE6","Golga5"
"3603","P27656","Lipc"
"3604","Q8K3K8","Optn"
"3605","P06339","H2-T23"
"3606","Q9D706","Rpap3"
"3607","Q3UHJ0","Aak1"
"3608","Q80XQ2","Tbc1d5"
"3609","Q9CPW9","Metap1d"
"3610","Q6PFR5","Tra2a"
"3611","B1AUE5","Pex10"
"3612","Q9DBL2","Gdap2"
"3613","Q5H8C4","Vps13a"
"3614","P83093","Stim2"
"3615","Q8BH74","Nup107"
"3616","Q80XI4","Pip4k2b"
"3617","Q61194","Pik3c2a"
"3618","A2A7S8","Kiaa1522"
"3619","Q8CI95","Osbpl11"
"3620","Q8CHT1","Ngef"
"3621","Q9R0I7","Ylpm1"
"3622","Q8BH79","Ano10"
"3623","P35290","Rab24"
"3624","D3Z6Q9","Bin2"
"3625","P22361","Hnf1a"
"3626","O08800","Serpinb8"
"3627","Q8VC31","Ccdc9"
"3628","Q5SSZ5","Tns3"
"3629","A2APY7","Ndufaf5"
"3630","Q9EPB4","Pycard"
"3631","P18653","Rps6ka1"
"3632","P09581","Csf1r"
"3633","Q3UHN9","Ndst1"
"3634","Q9Z2J0","Slc23a1"
"3635","Q91WV7","Slc3a1"
"3636","Q6ZWQ0","Syne2"
"3637","Q7TMV3","Fastkd5"
"3638","O08539","Bin1"
"3639","Q9Z1M8","Ik"
"3640","Q99N89","Mrpl43"
"3641","Q64362","Aktip"
"3642","Q99LJ7","Rcbtb2"
"3643","Q99J09","Wdr77"
"3644","Q9QYY8","Spast"
"3645","Q8R079","Bfar"
"3646","P59672","Anks1a"
"3647","Q9D0M0","Exosc7"
"3648","Q5PRF0","Heatr5a"
"3649","Q6ZQH8","Nup188"
"3650","Q9CQE7","Ergic3"
"3651","Q91Z96","Bmp2k"
"3652","Q62074","Prkci"
"3653","Q9CPW2","Fdx2"
"3654","Q9DBC3","Cmtr1"
"3655","Q62093","Srsf2"
"3656","Q8BGB8","Coq4"
"3657","Q8VDI9","Alg9"
"3658","Q5SWD9","Tsr1"
"3659","P70202","Lxn"
"3660","Q920Q8","Ivns1abp"
"3661","Q8BGQ1","Vipas39"
"3662","Q61234","Snta1"
"3663","Q8CFQ3","Aqr"
"3664","Q5SZA1","Slc17a2"
"3665","Q3V3R1","Mthfd1l"
"3666","Q5ND34","Wdr81"
"3667","Q60714","Slc27a1"
"3668","Q91Z38","Ttc1"
"3669","O88697","Stk16"
"3670","Q3UMU9","Hdgfl2"
"3671","O35648","Cetn3"
"3672","Q99M51","Nck1"
"3673","Q0VBL3","Rbm15"
"3674","P21279","Gnaq"
"3675","Q9R0E1","Plod3"
"3676","Q99NB8","Ubqln4"
"3677","Q8JZV9","Bdh2"
"3678","Q6GV12","Kdsr"
"3679","Q9DC48","Cdc40"
"3680","O88322","Nid2"
"3681","P0DOV2","Ifi204"
"3682","Q8K2H2","Otud6b"
"3683","P30204","Msr1"
"3684","Q8C0M9","Asrgl1"
"3685","P52795","Efnb1"
"3686","A2ADA5","Pusl1"
"3687","Q8R0F6","Ilkap"
"3688","Q8CGY8","Ogt"
"3689","O35405","Pld3"
"3690","Q5U430","Ubr3"
"3691","Q99NF1","Bco2"
"3692","Q8BIL5","Hook1"
"3693","Q3UM29","Cog7"
"3694","Q91W92","Cdc42ep1"
"3695","P15920","Atp6v0a2"
"3696","P97930","Dtymk"
"3697","Q91WT4","Dnajc17"
"3698","Q811S7","Ubp1"
"3699","Q9WVH9","Fbln5"
"3700","Q9D7K5","Dmac2"
"3701","Q9D2C2","Saal1"
"3702","Q8C6K9","Col6a6"
"3703","Q3TZM9","Alg11"
"3704","Q8BPT6","Immp2l"
"3705","Q4KL35","Magix"
"3706","Q3U2A8","Vars2"
"3707","O35598","Adam10"
"3708","Q62230","Siglec1"
"3709","Q60809","Cnot7"
"3710","A2AWP8","Arhgef10l"
"3711","Q9WUD1","Stub1"
"3712","Q3TKR3","Nlrp4c"
"3713","P60824","Cirbp"
"3714","F8VQ05",NA
"3715","Q8R0A0","Gtf2f2"
"3716","Q8VDC1","Fyco1"
"3717","Q99KK9","Hars2"
"3718","O55003","Bnip3"
"3719","Q9Z2L6","Minpp1"
"3720","Q8BGN3","Enpp6"
"3721","Q61107","Gbp4"
"3722","P53612","Rabggtb"
"3723","Q8VCM3","Zfyve21"
"3724","Q9DBR7","Ppp1r12a"
"3725","Q921I2","Klhdc4"
"3726","Q8K1N2","Phldb2"
"3727","Q62523","Zyx"
"3728","Q8JZY2","Commd10"
"3729","Q920L5","Elovl6"
"3730","Q9D7M1","Gid8"
"3731","Q8BPG6","Sumf2"
"3732","Q9WV91","Ptgfrn"
"3733","Q8VC48","Pex12"
"3734","B1AZP2","Dlgap4"
"3735","Q8VDG3","Parn"
"3736","Q8JZX4","Rbm17"
"3737","Q99JR8","Smarcd2"
"3738","B2RXZ2",NA
"3739","O70311","Nmt2"
"3740","Q9DBB4","Naa16"
"3741","Q810A3","Ttc9c"
"3742","Q99N84","Mrps18b"
"3743","Q921G8","Tubgcp2"
"3744","Q91UZ5","Impa2"
"3745","Q8BMQ2","Gtf3c4"
"3746","Q99ME9","Gtpbp4"
"3747","Q9D6T0","Nosip"
"3748","Q8CDA1","Inpp5f"
"3749","Q91ZP3","Lpin1"
"3750","Q9DC23","Dnajc10"
"3751","Q9BCZ4","Selenos"
"3752","P21570","Ang"
"3753","Q8BHY2","Noc4l"
"3754","Q6DIC0","Smarca2"
"3755","B2RXQ2",NA
"3756","P62874","Gnb1"
"3757","A2AT37","Upf2"
"3758","D3Z3N4",NA
"3759","Q8K3G5","Vrk3"
"3760","P63328","Ppp3ca"
"3761","Q8BXQ2","Pigt"
"3762","P56960","Exosc10"
"3763","E9Q6H8",NA
"3764","Q3TWL2","Pip4p1"
"3765","Q80YV4","Pank4"
"3766","Q9CWI3","Bccip"
"3767","Q8VD04","Gripap1"
"3768","Q9D799","Mtfmt"
"3769","Q9QZE7","Tsnax"
"3770","Q9DBI0","Tmprss6"
"3771","Q91YR5","Mettl13"
"3772","Q9CQV7","Dnajc19"
"3773","P60904","Dnajc5"
"3774","P59729","Rin3"
"3775","Q78RX3","Smim12"
"3776","Q3U0S6","Rasip1"
"3777","Q9CWG8","Ndufaf7"
"3778","Q99K70","Rragc"
"3779","Q8CD10","Micu2"
"3780","P04627","Araf"
"3781","Q8R5M8","Cadm1"
"3782","Q8VEE4","Rpa1"
"3783","Q8K2L8","Trappc12"
"3784","Q8BSF4","Pisd"
"3785","Q9CPN8","Igf2bp3"
"3786","O55028","Bckdk"
"3787","Q6NZN0","Rbm26"
"3788","Q8BV13","Cops7b"
"3789","Q62351","Tfrc"
"3790","Q62189","Snrpa"
"3791","Q3UDW8","Hgsnat"
"3792","Q9DBY8","Nvl"
"3793","Q9D1C8","Vps28"
"3794","Q61112","Sdf4"
"3795","Q8K2V1","Ppp4r1"
"3796","P42230","Stat5a"
"3797","Q99J95","Cdk9"
"3798","Q6GQT6","Scap"
"3799","Q61205","Pafah1b3"
"3800","Q8R3G1","Ppp1r8"
"3801","O54988","Slk"
"3802","P35569","Irs1"
"3803","Q8BH57","Wdr48"
"3804","Q9DCI9","Mrpl32"
"3805","Q9JL35","Hmgn5"
"3806","Q80SW1","Ahcyl1"
"3807","Q8C547","Heatr5b"
"3808","O70165","Fcn1"
"3809","Q8BFV2","Pcid2"
"3810","Q80UU1","Ankzf1"
"3811","Q9ES46","Parvb"
"3812","Q9D0I4","Stx17"
"3813","Q61165","Slc9a1"
"3814","Q8BTZ5","Ankrd46"
"3815","Q61333","Tnfaip2"
"3816","Q91X36",NA
"3817","Q9DD18","Dtd1"
"3818","Q8BGG9","Acnat2"
"3819","P58064","Mrps6"
"3820","O09106","Hdac1"
"3821","Q9D1K2","Atp6v1f"
"3822","Q0VGB7","Ppp4r2"
"3823","Q9R0Q3","Tmed2"
"3824","Q8BXN7","Ppm1k"
"3825","Q6S9I3",NA
"3826","Q9ERU3","Znf22"
"3827","Q9CPU4","Mgst3"
"3828","P97785","Gfra1"
"3829","Q8VD26","Tmem143"
"3830","Q4FK66","Prpf38a"
"3831","Q6ZQ88","Kdm1a"
"3832","P98195","Atp9b"
"3833","Q8BGT7","Smndc1"
"3834","Q7TMY7","Ipo8"
"3835","Q8BYA0","Tbcd"
"3836","Q80X71","Tmem106b"
"3837","A2RSQ0","Dennd5b"
"3838","Q9D4H2","Gcc1"
"3839","Q8K0Y7","Paxx"
"3840","P04441","Cd74"
"3841","P70207","Plxna2"
"3842","Q9DBE9","Ftsj3"
"3843","Q8BY89","Slc44a2"
"3844","Q9CWT6","Ddx28"
"3845","Q9CZG3","Commd8"
"3846","Q8CGZ0","Cherp"
"3847","Q03147","Cdk7"
"3848","Q60715","P4ha1"
"3849","Q9D273","Mmab"
"3850","Q7TSS2","Ube2q1"
"3851","Q9ER41","Tor1b"
"3852","Q99J87","Dhx58"
"3853","A2ALW5","Dnajc25"
"3854","Q91Y74","St3gal4"
"3855","Q8C163","Exog"
"3856","Q0P678","Zc3h18"
"3857","Q8BH64","Ehd2"
"3858","Q8R015","Bloc1s5"
"3859","Q3V3Q7","Pacs2"
"3860","Q9ER35","Fn3k"
"3861","Q7TQ95","Lnpk"
"3862","Q68EF0","Rab3ip"
"3863","Q9R1Q9","Atp6ap1"
"3864","Q8BXJ9","Tmem62"
"3865","Q9ESN6","Trim2"
"3866","Q61420","Slc35a1"
"3867","Q91VR8","Brk1"
"3868","P70280","Vamp7"
"3869","O55042","Snca"
"3870","Q8BS95","Gpr89"
"3871","A1L314","Mpeg1"
"3872","P62071","Rras2"
"3873","Q9D0K1","Pex13"
"3874","Q9EP53","Tsc1"
"3875","Q0VF55",NA
"3876","P83870","Phf5a"
"3877","Q923D5","Wbp11"
"3878","Q9DBR0","Akap8"
"3879","Q9D154","Serpinb1a"
"3880","Q9CWX9","Ddx47"
"3881","P55284","Cdh5"
"3882","Q9JJX6","P2rx4"
"3883","Q3U0J8","Tbc1d2b"
"3884","P48437","Prox1"
"3885","Q8BMC4","Nop9"
"3886","Q91YJ3","Thyn1"
"3887","Q8K1E6","Alkbh3"
"3888","Q9CZJ2","Hspa12b"
"3889","Q9WVG6","Carm1"
"3890","Q8C0S1","Dis3l"
"3891","Q8BM85","Tbck"
"3892","Q6NZB0","Dnajc8"
"3893","Q8CIM8","Ints4"
"3894","Q8CID3","Fam20a"
"3895","P12246","Apcs"
"3896","O88783","F5"
"3897","Q9CWS4","Ints11"
"3898","A8C756","Thada"
"3899","Q4VAC9","Plekhg3"
"3900","Q9CQA5","Med4"
"3901","Q3UN04","Usp30"
"3902","Q8JZY4","Prorp"
"3903","O35654","Pold2"
"3904","Q6PEE2","Ctif"
"3905","Q8VEH8","Erlec1"
"3906","Q99LJ6","Gpx7"
"3907","Q61730","Il1rap"
"3908","Q3TRM4","Pnpla6"
"3909","Q9D824","Fip1l1"
"3910","Q61549","Adgre1"
"3911","Q91ZR2","Snx18"
"3912","P70297","Stam"
"3913","O89001","Cpd"
"3914","P61028","Rab8b"
"3915","Q8R1N4","Nudcd3"
"3916","Q8BHJ5","Tbl1xr1"
"3917","Q8VE99","Ccdc115"
"3918","Q9D0D5","Gtf2e1"
"3919","Q8C0Q2","Zhx3"
"3920","Q8CHS8","Vps37a"
"3921","P62843","Rps15"
"3922","Q8BP74","Pstk"
"3923","Q9WV60","Gsk3b"
"3924","Q8R3S6","Exoc1"
"3925","Q8C7V8","Ccdc134"
"3926","B1ART2",NA
"3927","Q3TAQ9",NA
"3928","O54750","Cyp2j6"
"3929","O88622","Parg"
"3930","B2RQE8","Arhgap42"
"3931","Q05CL8","Larp7"
"3932","P26187","Mgmt"
"3933","P05555","Itgam"
"3934","Q99M71","Epdr1"
"3935","P97333","Nrp1"
"3936","Q8BZM1","Glmn"
"3937","Q61391","Mme"
"3938","P46062","Sipa1"
"3939","Q9JHK5","Plek"
"3940","Q61881","Mcm7"
"3941","Q5U431","Gpr39"
"3942","Q8CCN5","Bcas3"
"3943","Q99KW3","Triobp"
"3944","O35074","Ptgis"
"3945","Q80Y55","Bsdc1"
"3946","P35822","Ptprk"
"3947","Q8BVU5","Nudt9"
"3948","Q2NL51","Gsk3a"
"3949","Q3UIL6","Plekha7"
"3950","Q7M753","Pank2"
"3951","P59235","Nup43"
"3952","Q5FWI3","Cemip2"
"3953","P30285","Cdk4"
"3954","Q9QWK4","Cd5l"
"3955","Q99MS7","Ehbp1l1"
"3956","Q9ES74","Nek7"
"3957","Q8CIZ8","Vwf"
"3958","Q9JJA2","Cog8"
"3959","Q91VU0","Fam3c"
"3960","Q8BKC8","Pi4kb"
"3961","Q8CBG9","Rnf170"
"3962","Q91VN6","Ddx41"
"3963","P83741","Wnk1"
"3964","P06537","Nr3c1"
"3965","D3Z286",NA
"3966","Q61771","Kif3b"
"3967","Q8CJG1","Ago1"
"3968","O35134","Polr1a"
"3969","Q7TQD2","Tppp"
"3970","Q2VLH6","Cd163"
"3971","Q9D4E6",NA
"3972","P70175","Dlg3"
"3973","Q9CR29","Ccdc43"
"3974","G3X8X0",NA
"3975","Q8VD75","Hip1"
"3976","Q7TQK1","Ints7"
"3977","P46938","Yap1"
"3978","Q3U2C5","Rnf149"
"3979","Q80W00","Ppp1r10"
"3980","Q9CQA1","Trappc5"
"3981","Q9CQ26","Stambp"
"3982","Q8VEH6","Zng1"
"3983","Q8CHQ0","Fbxo4"
"3984","Q3UVU3","Slc30a10"
"3985","P19426","Nelfe"
"3986","Q9R182","Angptl3"
"3987","Q60994","Adipoq"
"3988","Q3V009","Tmed1"
"3989","Q3TMP1",NA
"3990","Q9CR10","Oxld1"
"3991","Q60949","Tbc1d1"
"3992","Q8BJ48","Nagpa"
"3993","Q8BHY8","Snx14"
"3994","Q8VIM9","Irgq"
"3995","Q8BZ98","Dnm3"
"3996","Q9DCT5","Sdf2"
"3997","Q9D1R2","Kti12"
"3998","P70375","F7"
"3999","Q6ZQK5","Acap2"
"4000","Q8CIE4","Parp10"
"4001","Q9DCG2","Cd302"
"4002","P32507","Nectin2"
"4003","P97819","Pla2g6"
"4004","Q921V5","Mgat2"
"4005","P07742","Rrm1"
"4006","Q91WM3","Rrp9"
"4007","O88796","Rpp30"
"4008","O54946","Dnajb6"
"4009","Q99MP8","Brap"
"4010","Q3UMT1","Ppp1r12c"
"4011","O55102","Bloc1s1"
"4012","P97499","Tep1"
"4013","Q9R069","Bcam"
"4014","Q8K304","Tmem129"
"4015","Q7TMW6","Ciao3"
"4016","E9Q8V6",NA
"4017","Q3U308","Ctu2"
"4018","P11247","Mpo"
"4019","A2RSJ4","Uhrf1bp1l"
"4020","Q6P4S8","Ints1"
"4021","Q8BGB7","Enoph1"
"4022","Q01237","Hmgcr"
"4023","Q91XV3","Basp1"
"4024","Q61739","Itga6"
"4025","Q3TC33","Ccdc127"
"4026","Q8R242","Ctbs"
"4027","Q6PGF5",NA
"4028","Q8CIV8","Tbce"
"4029","Q8VC19","Alas1"
"4030","P21180","C2"
"4031","Q8BX10","Pgam5"
"4032","Q9D7E4",NA
"4033","Q8R105","Vps37c"
"4034","Q9Z2L7","Crlf3"
"4035","Q8C3R1","Brat1"
"4036","Q5NCQ5","Dph1"
"4037","Q8VBX6","Mpdz"
"4038","Q91VM3","Wdr45"
"4039","Q8K4K6","Pank1"
"4040","Q6P5B0","Rrp12"
"4041","Q8BRT1","Clasp2"
"4042","Q3UM18","Lsg1"
"4043","Q6P3E7","Hdac10"
"4044","Q9DCJ9","Npl"
"4045","Q3UMW8","Cln5"
"4046","Q7TSC1","Prrc2a"
"4047","Q8VI84","Noc3l"
"4048","Q99MR3","Slc12a9"
"4049","Q8BRN9","Cc2d1b"
"4050","Q8CEC6","Ppwd1"
"4051","F6TQW2",NA
"4052","Q80WG5","Lrrc8a"
"4053","Q8R1X6","Spart"
"4054","Q922S4","Pde2a"
"4055","Q4KMM3","Oxr1"
"4056","Q3U829","Ap5z1"
"4057","Q3U319","Rnf40"
"4058","Q80YE7","Dapk1"
"4059","O54916","Reps1"
"4060","A6H5Y3","Mtr"
"4061","P70236","Map2k6"
"4062","Q8VHR5","Gatad2b"
"4063","Q60973","Rbbp7"
"4064","A2ALU4","Shroom2"
"4065","Q8BVI5","Stx16"
"4066","Q3URQ0","Tex10"
"4067","Q9QYI5","Dnajb2"
"4068","Q5U4E2","Repin1"
"4069","Q6PJN8","Dalrd3"
"4070","P35285","Rab22a"
"4071","Q62000","Ogn"
"4072","P36423","Tbxas1"
"4073","Q99KG3","Rbm10"
"4074","Q6QI06","Rictor"
"4075","Q7TMK6","Hook2"
"4076","D3Z3L3",NA
"4077","P97366","Evi5"
"4078","F6TUL9",NA
"4079","Q6P6M5","Pex11g"
"4080","Q8K382","Dennd1a"
"4081","P35831","Ptpn12"
"4082","Q9DAA6","Exosc1"
"4083","Q80X41","Vrk1"
"4084","Q8BPM2","Map4k5"
"4085","Q8BZS9","Dhx32"
"4086","P29533","Vcam1"
"4087","Q9D753","Exosc8"
"4088","Q8K013","Gtpbp10"
"4089","Q91XE9","Creb3l3"
"4090","Q9CYI4","Luc7l"
"4091","O08784","Tcof1"
"4092","Q8BHN1","Txlng"
"4093","Q8CH72","Trim32"
"4094","Q9WUN2","Tbk1"
"4095","Q8BWR8","Rhpn2"
"4096","Q9D7N6","Mrpl30"
"4097","Q8BTV2","Cpsf7"
"4098","Q62009","Postn"
"4099","Q99J10","Ctu1"
"4100","Q8BJ05","Zc3h14"
"4101","Q9D902","Gtf2e2"
"4102","Q9Z2D8","Mbd3"
"4103","Q8BJM7","Tyw1"
"4104","Q5F2E7","Nufip2"
"4105","Q61409","Pde3b"
"4106","Q91WS7","Depdc7"
"4107","Q8R3C0","Mcmbp"
"4108","Q8R5L3","Vps39"
"4109","Q8K2I1","Fntb"
"4110","Q61805","Lbp"
"4111","Q8BHL5","Elmo2"
"4112","P62313","Lsm6"
"4113","Q923K4","Gtpbp3"
"4114","Q8K1C9","Lrrc41"
"4115","Q9ES28","Arhgef7"
"4116","P97927","Lama4"
"4117","Q99N91","Mrpl34"
"4118","Q60520","Sin3a"
"4119","E0CZ22",NA
"4120","Q9QXG2","Chm"
"4121","Q9JJ06","C1galt1"
"4122","Q75N62","Gimap8"
"4123","Q9D903","Ebna1bp2"
"4124","Q8BH61","F13a1"
"4125","Q8BTX9","Hsdl1"
"4126","Q99NH0","Ankrd17"
"4127","P19973","Lsp1"
